id,pNumber,mNumber,alpha,beta
IPI00153653.1;IPI00381288.1;IPI00381289.1;IPI00381290.1,32454.35,12.89,2,89.99
IPI00311072.2;IPI00760006.1;IPI00850524.1,16165.85,13.95,1.03,37.71
IPI00125681.4;IPI00654122.1,44286.02,21.49,1.14,77.05
IPI00137694.5;IPI00880866.1,39777.09,16.06,1.35,74.98
IPI00321912.2;IPI00120981.1;IPI00880210.1;IPI00556836.1,31899.67,6.88,0.5,193.88
IPI00109389.1,42140.96,14.25,2.27,144.56
IPI00330246.2;IPI00919047.1;IPI00468120.1;IPI00919108.1;IPI00918235.1;IPI00919293.1;IPI00918930.1;IPI00918320.1;IPI00918430.1;IPI00918358.1;IPI00918568.1;IPI00918118.1;IPI00918492.1,18266.36,34.86,3.54,33.71
IPI00623570.3,41320.1,22.73,1.71,122.24
IPI00169793.1;IPI00678039.1,21827.76,,,
IPI00109603.1;IPI00857580.1;IPI00858246.1;IPI00857602.1;IPI00857713.1;IPI00858043.1;IPI00749564.1;IPI00230305.1;IPI00919103.1,37596.33,11.52,1.43,113.13
IPI00117229.3;IPI00461237.2;IPI00461238.2,15627.32,11.78,1.16,48.37
IPI00856974.1;IPI00114237.1,48055.88,25.09,2.91,74
IPI00310928.1,8281.47,25.39,2.75,19.12
IPI00132944.1,20770.37,15.14,1.28,52.83
IPI00117252.1;IPI00750566.1;IPI00229324.1,18648.79,18.52,2.38,33.16
IPI00876214.1;IPI00665734.2;IPI00830254.1;IPI00111941.1,19603.08,2.47,0.42,320.69
IPI00121487.1,12170.13,4.36,0.59,104.32
IPI00120200.6,38089.92,37.93,2.53,31.85
IPI00336929.3;IPI00607928.1,30721.82,22.76,4,48.45
IPI00648998.3;IPI00114332.5;IPI00649577.1;IPI00649276.1,28283.76,9.21,0.72,95.38
IPI00169704.3;IPI00886122.1;IPI00459732.1;IPI00653063.2;IPI00830730.1;IPI00474672.1,38605.74,8,0.69,193.02
IPI00117234.2;IPI00620659.2;IPI00119059.1;IPI00857154.1;IPI00923103.1;IPI00775877.3;IPI00117237.1;IPI00311413.3,42715.33,15.57,2.93,309.6
IPI00874995.2;IPI00903407.1,61010.06,,,
IPI00761756.1;IPI00399840.2;IPI00115595.1,47569.8,11.32,1.82,173.36
IPI00153712.1;IPI00928062.1,6659.2,,,
IPI00875611.1;IPI00162980.7;IPI00845762.2;IPI00665907.1;IPI00882031.1,68420.38,,,
IPI00153371.7,33484.84,2.65,0.23,327.89
IPI00458057.3;IPI00856859.1,47729.78,12.6,1.69,118.83
IPI00111286.1,53548.22,,,
IPI00468516.3;IPI00886310.1,19836.81,15.11,1.13,43.81
IPI00118904.1;IPI00757762.1,92355.18,20.98,1.72,137.79
IPI00457538.2,20476.39,12.78,1.09,73.3
IPI00666885.3;IPI00458074.3;IPI00378580.6,38006.36,14.1,0.91,80.11
IPI00111946.1,32939.34,,,
IPI00116896.1,45348.59,,,
IPI00336881.1,31173.31,6.56,0.68,197.96
IPI00120529.2;IPI00896013.1;IPI00378168.1,18768.76,24.23,1.96,46.31
IPI00396728.3,12252.19,8.6,0.9,195.04
IPI00471227.2;IPI00762248.2;IPI00850090.1;IPI00761397.1,14766.66,,,
IPI00130218.2;IPI00458374.1,23947.58,10.1,1.24,246.64
IPI00127354.2,30748.15,7.77,0.89,192.37
IPI00347336.6,18075.08,8.84,0.76,111.95
IPI00229483.4;IPI00626620.2,30807.27,17.67,1.38,62.53
IPI00134095.3;,24499.4,13.47,1.18,82.14
IPI00116885.1,17195.69,13.03,1.61,52.31
IPI00109203.3,34625.86,13.8,1.79,138.18
IPI00308852.4;IPI00222828.2;IPI00222829.2;IPI00652528.2;IPI00857543.1;IPI00918725.1;IPI00918307.1;IPI00918643.1;IPI00918892.1,52008.85,18.59,1.96,154.05
IPI00311387.1;IPI00928304.1;IPI00124286.2;IPI00928517.1;IPI00928439.1,31213.05,2.76,0.31,327.4
IPI00129362.1,36038.4,30.68,2.32,111.67
IPI00222516.2;IPI00406523.1,28165.02,5.91,0.67,147.29
IPI00230649.1;IPI00929878.1;IPI00114396.1,52099.74,44.56,2.64,60.25
IPI00110456.2,33239.43,14.89,1.16,83.19
IPI00170027.1,32925.82,22.99,1.74,131.2
IPI00228009.5;IPI00653791.2;IPI00749675.1;IPI00330437.1,6611.22,,,
IPI00831596.1;IPI00808370.2;IPI00272104.9,17206.65,7.33,0.49,82.55
IPI00120249.3,26054.71,29.06,1.6,162.22
IPI00874991.1;IPI00605906.5;IPI00881116.1;IPI00881246.1;IPI00856567.1;IPI00623573.4,23750.92,,,
IPI00453707.2;,51924.77,19.24,1.76,85.61
IPI00153201.1;IPI00647969.1,35023.73,23.1,1.94,60.92
IPI00387370.1;IPI00750471.2;IPI00662657.3;IPI00608037.3;IPI00857499.1,42147.68,12.43,1.68,122.62
IPI00420602.3;IPI00750175.1;IPI00875494.1;IPI00858101.1;IPI00857734.1;IPI00463870.1;IPI00857600.1,21932.36,23.37,1.49,43.91
IPI00109657.1,64271.47,25.89,3.25,190.01
IPI00118853.1;IPI00283379.4;IPI00895371.1;IPI00895497.1;IPI00895437.1,35113.3,10.12,1.07,113.26
IPI00116529.1;IPI00126930.4,10056.36,43.12,3.17,13.45
IPI00742426.1;IPI00885476.1;IPI00885395.1;IPI00807748.1;IPI00886144.1;IPI00885290.1;IPI00330973.3;IPI00850246.1,24040.53,14.78,1.96,58.76
IPI00170357.5;IPI00850215.1,26919.62,15.49,1.5,64.25
IPI00225214.2;,33841.8,,,
IPI00461396.6;IPI00896695.1;IPI00653020.4;IPI00850847.1;,27183.79,,,
IPI00554953.2;IPI00116055.6;IPI00420436.2;IPI00886210.2;IPI00480411.2;IPI00756756.2;IPI00831294.1;IPI00830999.1,41477.66,,,
IPI00110659.2,28300.2,9.78,0.56,84.72
IPI00127227.2,26346.0,1.91,0.18,457.03
IPI00652029.1;IPI00129220.1;IPI00857535.1;IPI00885346.1,28943.1,38.53,5.98,72.33
IPI00153364.1,26505.63,56.41,4.62,60.82
IPI00331527.3;IPI00135099.1;IPI00648606.1,36975.41,18.53,1.26,98.94
IPI00117878.1;,25546.58,15.35,1.8,207.21
IPI00270064.2;IPI00761204.1;IPI00127902.2;IPI00927986.1;IPI00928433.1;IPI00928067.1;IPI00403301.6;IPI00928206.1,24517.48,23.85,2.22,43.65
IPI00224151.5;IPI00621460.2,64909.95,17.17,2.32,116.38
IPI00755714.3;IPI00918070.1;IPI00762706.1;IPI00454090.1,18930.64,19.31,1.89,50.13
IPI00154012.1;IPI00403342.2;IPI00875696.1;IPI00222152.1;IPI00222154.1,36091.55,21.92,1.6,62.37
IPI00131775.3,36213.22,28.4,2.8,58.48
IPI00122120.1;IPI00653944.1,20188.78,36.64,4.63,38.14
IPI00752277.1;IPI00755717.1;IPI00750975.1;IPI00113281.2,10887.84,9.15,0.72,137.24
IPI00229787.3;IPI00831683.2;IPI00831613.1,23108.28,12.58,0.95,101.41
IPI00118217.3;IPI00329953.1,31883.74,4.87,0.44,232.85
IPI00655108.1,16064.5,,,
IPI00276112.3;IPI00882045.1,13116.5,3.24,0.46,157.21
IPI00226687.4,7462.26,4.55,0.86,214.34
IPI00380394.6;IPI00944687.1;IPI00808055.1,38054.03,21.76,1.29,98.91
IPI00119442.1;IPI00673345.1;IPI00881143.1;IPI00880918.1,11152.35,21.06,2.85,29.99
IPI00138406.1,42988.23,20.79,2.12,77.69
IPI00605234.1;IPI00315007.4;IPI00751149.2,27729.2,7.48,0.86,200.08
IPI00473912.4;IPI00816882.2;IPI00652960.1,24093.04,7.88,0.89,158.8
IPI00462746.5;IPI00648688.3;IPI00753495.1;IPI00754112.1;IPI00475034.6;IPI00875851.1;IPI00876419.1;IPI00626409.6;IPI00874614.1;IPI00551331.1;IPI00886364.1,21995.72,12.46,0.93,57.15
IPI00116760.1,27985.86,14.5,1.43,75.63
IPI00170339.1,12949.1,1.64,0.26,210
IPI00623401.4;IPI00719870.2;IPI00664998.1;IPI00480372.3;IPI00854899.1;IPI00480231.1;IPI00894644.1;IPI00857606.1;IPI00400017.2;IPI00762413.2;IPI00400018.2;IPI00894762.1;IPI00221539.1;IPI00788491.1;IPI00118352.4;IPI00457628.1;IPI00858111.1,35326.24,,,
IPI00116967.2;IPI00648426.1,32878.67,26.3,2.4,120.5
IPI00420770.1;IPI00466705.1;IPI00132178.1,44449.28,,4.41,
IPI00122529.1;IPI00929853.1;IPI00403706.2,36155.91,7.87,0.48,
IPI00128905.1,9914.46,13.8,0.92,67.9
IPI00123624.8,24603.71,7.99,0.86,97.58
IPI00761611.3;IPI00889276.1;IPI00889319.1;IPI00115856.1;IPI00845745.1;IPI00464154.3;IPI00889205.1;IPI00889251.1;IPI00867801.1;IPI00889223.1,46588.2,,,
IPI00310220.3,25344.26,21.98,2.28,88.89
IPI00895496.1;IPI00894776.1;IPI00222809.1;IPI00624765.3;IPI00894599.1;IPI00649636.1,47254.62,14.25,1.29,107.43
IPI00228719.1,42228.05,19.24,2.12,83.1
IPI00118959.3,34938.1,7.92,1.22,144.2
IPI00776048.1;IPI00330902.4;IPI00762214.3;IPI00886170.1;IPI00668731.2,31058.85,,,
IPI00467932.4,21887.15,11.68,1.96,217.32
IPI00347634.2;IPI00120414.1;IPI00279858.1,38490.86,13.21,1.17,147.22
IPI00121364.2;IPI00381046.2;IPI00648116.2;IPI00649519.1;IPI00648627.1;IPI00649204.1;IPI00648921.1;IPI00648634.1,29683.03,,,
IPI00226564.2;IPI00881316.1,17123.68,13.19,1.43,83.16
IPI00127324.1;IPI00400416.1,42285.79,5.68,0.55,197.35
IPI00469799.2;IPI00336281.1;IPI00858316.1,17119.21,11,0.97,55.29
IPI00114403.3,32719.17,170.06,11.12,180.5
IPI00221934.2;IPI00621765.4;IPI00762139.2,16669.09,26.95,2.61,94.26
IPI00119667.1,8951.26,,,
IPI00129598.3,34306.02,12.73,1.53,138.95
IPI00469290.3,25335.95,33.03,3.21,53.46
IPI00648830.1;IPI00649713.1;IPI00624316.3;IPI00648575.1;IPI00309792.4;IPI00649459.1;IPI00882152.1;IPI00649971.1;IPI00881419.1;IPI00928193.1,19665.64,12.15,1.4,53.98
IPI00137668.1;IPI00458262.2,47619.72,24.51,1.93,68.09
IPI00112785.1,32753.09,24.64,2.56,52.53
IPI00320161.1,37932.23,5.93,0.44,311.4
IPI00229021.1;IPI00461120.1;IPI00461121.1,13525.69,34.92,3.03,19.59
IPI00115766.2;IPI00918054.1;IPI00918289.1,26907.88,,,
IPI00177179.3;IPI00122705.1,26940.99,16.57,2.8,55.81
IPI00938481.1;IPI00929857.2;IPI00654934.11;IPI00930804.1;IPI00322138.2;IPI00831532.1,19943.12,5.84,0.53,124.83
IPI00133679.1,18885.82,14.75,1.1,74.14
IPI00137647.1,30933.73,,,
IPI00131061.1,33193.34,12.09,1.39,94.99
IPI00124511.1;IPI00624030.3;IPI00459757.1,40130.79,8,0.57,132.26
IPI00918921.1;IPI00918685.1;IPI00113257.3;IPI00672748.4;IPI00464127.1;IPI00761442.2;IPI00919055.1;IPI00282873.2,34208.67,8.9,0.73,115.15
IPI00943376.1;IPI00469486.2;IPI00330176.4,19677.57,7.79,0.55,91.56
IPI00468396.3;IPI00816935.4;IPI00886148.1,33161.99,32.25,3.82,73.33
IPI00133713.5;IPI00848595.1,20699.72,4.79,0.32,125.95
IPI00112676.1,25072.19,28.58,2.86,109.93
IPI00117317.1,35319.03,19.19,1.8,78.12
IPI00672213.3;IPI00880482.1;IPI00669522.4,24993.97,10.7,1.01,101.61
IPI00128702.1;IPI00622387.2,29559.17,67.67,4.65,26.43
IPI00136107.1;IPI00338327.1;IPI00751809.1,45819.19,16.77,1.18,121.06
IPI00130708.1;IPI00875464.1,32066.95,17.13,2,146.91
IPI00756093.1,13201.44,29.8,2.89,13.8
IPI00278153.5;IPI00876119.1,48208.7,16.83,1.43,165.33
IPI00226263.5;IPI00134206.1,31464.02,,,
IPI00111107.1,30693.42,4.94,1.28,201.24
IPI00131432.1,16751.2,,,
IPI00118226.1,15173.13,13.16,1.15,42.49
IPI00117811.3,27723.85,19.96,1.41,42.72
IPI00762316.3;IPI00855216.1,33815.59,27.41,1.6,33.74
IPI00831295.1;IPI00459764.2;IPI00885361.1,24779.99,13.15,1.35,75.09
IPI00133074.1,25055.41,,,
IPI00229927.2;IPI00808628.1;IPI00116923.2;IPI00807747.1,16145.4,16.36,1.97,28.84
IPI00116681.3,41478.28,,,
IPI00137103.3;IPI00880818.1;IPI00831097.1,34344.97,3.69,0.31,290.18
IPI00620180.3,30685.44,13.59,1.4,92.94
IPI00462925.5;IPI00808418.1,36603.77,26.02,2.57,43.7
IPI00320850.3;IPI00652521.1;IPI00757789.1;IPI00881206.1,21183.7,5.28,0.41,
IPI00128450.1;IPI00756325.1,32809.95,8.43,0.45,104.11
IPI00133119.1,51871.52,,,
IPI00110280.4;IPI00856232.1,9442.22,8.82,1.34,45
IPI00900431.1;IPI00312600.2;IPI00900437.1,23353.41,23.56,3.52,41.66
IPI00623557.2;IPI00125381.3;IPI00132051.3,27601.14,31.27,2.58,78.1
IPI00123349.2,48852.02,6.67,0.47,
IPI00125667.1,29767.39,1.37,0.09,764.43
IPI00352986.2;IPI00554884.1;IPI00857405.1;IPI00858126.1,29858.54,7.05,0.88,127.97
IPI00458612.5;IPI00356608.4;IPI00856240.1,23931.96,4.26,0.34,155.69
IPI00648141.1;IPI00830754.1,17476.83,29.24,2.77,21.42
IPI00403079.4;IPI00124830.3;IPI00875877.1,101949.42,25.93,2.5,209.36
IPI00625954.4,57971.84,41.03,2.43,58.21
IPI00930798.1;IPI00469933.3;IPI00798444.1;IPI00355936.5;IPI00919227.1,32840.75,10.32,2.08,104.34
IPI00222501.3,12747.97,2.09,0.22,244.67
IPI00169468.1,31684.15,44.43,3.2,44.27
IPI00453532.2;IPI00882382.1,30178.49,7.59,0.7,109.23
IPI00230084.5;IPI00890092.1,48595.88,6.71,0.43,115.52
IPI00134420.1,18245.25,4.09,0.37,257.31
IPI00117731.1;IPI00457547.2;IPI00117733.1;IPI00226953.1;IPI00420931.1;IPI00652983.1;IPI00228623.1;IPI00653947.1;IPI00875904.1,21163.76,5.35,0.48,132.4
IPI00331654.1,31387.3,26.51,2.45,46.4
IPI00225231.1;IPI00652331.1;IPI00921617.1;IPI00653606.1;IPI00224535.1,5026.98,,,
IPI00230653.1;IPI00622598.1;IPI00118248.1;IPI00758353.1;IPI00874608.1;IPI00136366.2;IPI00115634.1;IPI00132598.1;IPI00742358.2;IPI00230342.4;IPI00227026.1;IPI00403838.1;IPI00114250.1;IPI00625691.1;IPI00757942.2;IPI00132995.1;IPI00121059.1;IPI00896701.1;IPI00280476.2,37176.68,10.27,0.87,469.27
IPI00310293.3;IPI00759930.3,14002.72,57.23,3.22,8.74
IPI00227539.2;IPI00831086.1;IPI00857625.1;IPI00831071.1,14253.94,7.06,1.3,74.86
IPI00154076.1;IPI00881123.1,13776.03,10.92,1.6,54.54
IPI00649326.2;IPI00619995.4;IPI00622556.4;IPI00648918.3;IPI00654168.1,30411.59,13.8,0.92,66.59
IPI00461384.5;IPI00881087.1,30980.99,39.56,2.16,125.79
IPI00131227.1;IPI00463885.1,6562.43,,,
IPI00330404.1,36190.68,,,
IPI00928446.1;IPI00454037.2;IPI00551131.1;IPI00111742.1;IPI00886010.1,14956.47,16.49,1.25,186.92
IPI00113270.1;IPI00229759.1;IPI00875251.1,20574.11,,,
IPI00408781.1;IPI00918466.1;,19579.25,14.38,1.2,92.2
IPI00944164.1;IPI00944120.1;IPI00111489.9;,41628.0,5.14,0.36,266.97
IPI00222723.1;IPI00111073.2;IPI00894641.1;IPI00894771.1,16164.85,,,
IPI00749720.1;IPI00469255.4,18458.14,12,1,48.41
IPI00331507.9;IPI00886393.1;IPI00462630.1,35279.89,7.77,0.73,152.5
IPI00110460.2;IPI00869373.1,18999.62,2.67,0.2,176.82
IPI00377342.2;IPI00849015.1,41430.48,,,
IPI00116221.2,19517.58,3.16,0.35,183.23
IPI00399971.4;IPI00128022.2,28094.78,57.02,4.62,66.08
IPI00121378.2,60735.72,14.77,0.71,218.29
IPI00458717.3;IPI00273914.2;IPI00649871.3;IPI00655015.1;IPI00655142.1,58020.67,16.12,1.57,102.08
IPI00132608.1,15173.16,23.15,1.75,41.43
IPI00457975.2;IPI00857013.1,20577.94,2.6,0.43,244.57
IPI00139382.1;IPI00132526.1;IPI00877328.1,24473.33,27.98,4.72,29.97
IPI00278366.4,36963.5,155.21,10.03,9.54
IPI00817029.1;IPI00111821.6,21326.26,26.01,2.35,48.27
IPI00125298.2;IPI00759853.1;IPI00759982.1;IPI00831084.1;IPI00830982.1;IPI00462034.2;IPI00831713.1;IPI00831035.1;IPI00354186.3;IPI00117773.1;IPI00884546.1,36731.64,40.95,3.59,50.66
IPI00225533.1,21160.03,10.68,2.13,93.12
IPI00123724.1,29064.28,4.75,0.4,229.85
IPI00659713.1,12501.67,7.28,1.12,116.5
IPI00225288.3;IPI00471416.1,35780.1,3.89,0.49,
IPI00869365.2;IPI00762237.2;IPI00869477.1;IPI00918413.1;IPI00918343.1,22024.31,3.82,0.58,212.96
IPI00153662.1;IPI00880545.1;IPI00882207.1,12362.08,10.06,2.09,44.58
IPI00463065.4;IPI00677307.3;IPI00828408.2;IPI00874788.1;IPI00762579.1;IPI00876345.1;IPI00875255.1;IPI00849103.1,8339.01,,,
IPI00399953.1;IPI00749624.3;IPI00621852.1;IPI00918467.1;IPI00653345.2;IPI00828654.2;IPI00828549.1;IPI00828980.1;IPI00828738.1;IPI00408595.4;IPI00355244.8;IPI00849869.1;IPI00750069.3;IPI00459591.2;IPI00918737.1,16745.75,30.03,2.18,23.75
IPI00323176.2;IPI00127440.1;IPI00881871.1;IPI00881770.1;IPI00895063.1,34226.61,21.35,2.05,107.95
IPI00114801.2;IPI00880424.1;IPI00880579.1,39618.57,3.05,0.6,451.16
IPI00321152.3;IPI00830532.1;IPI00831410.1;IPI00885569.1;IPI00886038.1,21280.58,21.16,2.05,35.63
IPI00407419.2;IPI00223459.1;,27362.97,,,
IPI00421220.1;IPI00416065.1,55842.51,,,
IPI00751399.2;IPI00467362.6;,25343.56,3.49,0.49,465.94
IPI00336348.1,17425.2,5.62,0.55,77.33
IPI00850740.1;IPI00416280.3;IPI00850539.1;IPI00914157.1,36099.61,,,
IPI00128918.1,22118.35,8.32,0.8,102.44
IPI00420284.3,12798.15,4.67,0.78,172.07
IPI00464317.3;IPI00755031.2;IPI00662806.2,28245.3,24.52,1.94,40.47
IPI00112668.1;IPI00474318.1,27194.59,6.67,0.55,185.04
IPI00605037.1;IPI00648313.1;IPI00118438.4;IPI00648854.1;IPI00875916.1,21138.87,29.47,3.36,23.17
IPI00555130.2;IPI00944792.1;IPI00653323.1,34071.32,,,
IPI00919114.1;IPI00221564.1;IPI00919189.1,11770.34,4.62,0.4,172.14
IPI00137212.8,35529.47,31.81,3.1,50.78
IPI00221884.1,26980.71,5.69,0.61,213.34
IPI00119760.4,18582.43,20.43,1.89,53.52
IPI00762616.2,31126.14,17.23,2.12,55.42
IPI00112597.10;IPI00890844.1;IPI00894722.1,27236.0,17.66,1.31,112.14
IPI00648312.3,28028.58,9.01,1.48,117.1
IPI00421196.4;IPI00875116.3,19074.08,6.19,0.72,96.44
IPI00121517.1;IPI00757059.1;IPI00755849.1;IPI00756447.1,14723.16,2.23,0.21,
IPI00132417.1;IPI00353960.1,25340.99,5.77,0.91,198.01
IPI00223272.4,18608.99,15.13,1.92,73.37
IPI00137263.2;IPI00857198.1;IPI00461363.1;IPI00856677.1,5462.51,1.77,0.25,625.92
IPI00230665.2;IPI00122971.2;IPI00830721.2;IPI00900395.1;IPI00408904.2;IPI00874631.1,24883.51,6.55,0.46,305.48
IPI00387504.1;IPI00331563.2;IPI00553379.3;IPI00758361.1;IPI00553623.1,39565.46,24.5,2.45,63.44
IPI00222983.1;IPI00876371.1;IPI00720031.2;IPI00467006.2;IPI00875328.1;IPI00830673.1;IPI00284657.3;IPI00831236.1;IPI00830953.1,39315.98,27.73,2.2,69.97
IPI00131905.1,26684.63,5.35,0.75,203.26
IPI00321922.2,20233.65,8.82,0.58,99.5
IPI00808598.1;IPI00153986.2;IPI00459282.1,25035.73,39.76,4.94,25.58
IPI00464325.3,15221.64,17.56,1.48,47.17
IPI00222090.6,9234.86,9.41,0.93,26.97
IPI00882315.1,27070.83,,,
IPI00129226.3;IPI00323397.1;IPI00830459.1,31157.09,2599.59,610.52,11.51
IPI00134106.3,12395.22,18.32,3.42,31.66
IPI00354224.1,26334.59,2.43,0.37,314.81
IPI00463493.1;IPI00381683.2,24739.08,13.32,0.91,79.9
IPI00120909.1,28014.65,15.5,2.7,82.05
IPI00132506.3;IPI00648750.1,17405.11,2.04,0.49,245.99
IPI00460717.2,12329.14,,,
IPI00653515.1;IPI00785217.1;IPI00312063.1,14289.94,19.49,3.1,85.06
IPI00170123.3,14884.87,7.27,1.11,150.36
IPI00848627.1;IPI00556735.2;IPI00323969.3;IPI00831457.1;IPI00831633.1;IPI00831325.1,37060.73,85.72,5.54,20.86
IPI00454118.1;IPI00124762.3;IPI00651872.2,16901.19,6.89,0.86,73.34
IPI00116248.1;IPI00225349.1,20009.44,8.16,0.85,42.29
IPI00849118.1;IPI00110049.5;IPI00853800.1;IPI00760095.2;IPI00850842.1;IPI00118739.3,25882.79,,,
IPI00475138.1;IPI00474002.1;IPI00890167.1;IPI00277874.4;IPI00880471.1;IPI00881962.1;IPI00130663.1;IPI00882114.1,17994.44,,,
IPI00267492.4;IPI00274647.3;IPI00720187.1;IPI00338578.1;IPI00338823.2;IPI00262094.8;IPI00338822.1,13703.14,12.86,1.22,54.61
IPI00890280.1;IPI00408265.3;IPI00828500.1;IPI00817022.1;IPI00750528.1;IPI00757574.1,11388.59,9.08,1.13,49.29
IPI00119852.1;IPI00623458.1,32808.84,,,
IPI00462855.3,21407.06,31.51,2.64,25.8
IPI00123501.3;IPI00742433.1;IPI00269280.1;,29188.98,48.03,4.31,19.54
IPI00279680.9;IPI00856783.1,2274.59,3.31,0.83,172.82
IPI00109208.2;IPI00880464.1;IPI00880336.1;IPI00129327.2,29765.62,9.3,1.16,132.41
IPI00653545.1,38155.37,,,
IPI00123039.1,36103.19,11.24,1.16,114.82
IPI00227529.1;IPI00895552.1;IPI00758273.1;IPI00895205.1;IPI00895385.1,14871.91,8.74,0.92,100.53
IPI00467123.2;IPI00553565.1;IPI00553279.1;IPI00553793.3;IPI00553353.4;IPI00553714.1,12538.78,13.28,1.46,52.8
IPI00108727.2;IPI00309001.7,20734.84,4.15,0.53,738.62
IPI00312811.2,21157.79,,,
IPI00607957.1;IPI00118039.1,41651.0,,,
IPI00857920.1;IPI00318923.3;IPI00856241.1;IPI00830460.1;IPI00129923.2;IPI00828377.2,15211.04,9.37,0.62,122.55
IPI00453823.3;IPI00648236.1;IPI00380399.2;IPI00918904.1,17545.32,12.9,1.32,64.77
IPI00135484.2;IPI00408162.1,28098.54,5.83,1.12,142.29
IPI00828892.1;IPI00515687.2;IPI00454079.3,16246.79,5.85,0.98,98.09
IPI00137612.1;IPI00754495.1,41095.02,11.98,2.08,99.15
IPI00165817.4;IPI00890049.1;IPI00750689.2,23354.32,8.23,0.67,87.89
IPI00122131.1;,43116.19,35.31,3.95,39.95
IPI00928437.1;IPI00471311.2;IPI00830894.1,16257.51,43.84,3.43,17.33
IPI00914724.1;IPI00918052.1;IPI00473315.1;IPI00119320.5,38019.92,36.68,4.44,26.57
IPI00608012.1;IPI00121264.1;IPI00607921.1;IPI00607987.1;IPI00608115.1;IPI00608089.1,12275.8,8.32,0.98,53.73
IPI00118952.1,19931.66,96.62,7.09,14.94
IPI00125899.1;IPI00753025.1;IPI00753627.1,41280.71,,,
IPI00268553.4;IPI00266614.4;IPI00944191.1,38290.21,2.98,0.32,239.69
IPI00387494.1;IPI00331546.2,9642.09,1.53,0.17,53.3
IPI00123319.1;IPI00857929.8,28762.94,52.11,3.34,35.55
IPI00111957.3,14193.24,,,
IPI00125448.3;IPI00473908.1,19069.35,11.01,0.87,65.01
IPI00133190.3;IPI00653304.1,17361.36,14.14,3.6,85.66
IPI00132044.1,19470.9,38.29,3.8,48.77
IPI00268688.3,21491.41,9.92,0.95,75.02
IPI00226384.2;IPI00955092.1,20078.37,8.05,1.17,92.37
IPI00465535.1;IPI00272501.4;IPI00118794.2;IPI00918199.1,21081.91,22.19,2.5,64.48
IPI00468418.2;IPI00471128.2;IPI00749981.2,19940.07,8.02,0.57,120.39
IPI00165730.4;IPI00845794.1,23265.33,15.23,0.82,41.9
IPI00123744.1;IPI00752486.1,42861.22,341.56,19.13,26.26
IPI00322492.3;IPI00742310.4;IPI00875852.1;IPI00515199.1;IPI00515527.1,47361.18,100.15,9.1,15.23
IPI00554929.2,12927.43,,,
IPI00277028.4;IPI00890333.1;IPI00114872.1;IPI00922954.2;IPI00922988.2,20860.71,16.85,1.42,37.83
IPI00315606.5;IPI00114024.3;IPI00754611.1,15695.01,6.99,1.75,97.93
IPI00112017.5;IPI00652635.2;IPI00653232.2;IPI00830588.1,28840.02,,,
IPI00127407.1;IPI00649962.3;IPI00856182.1;IPI00653813.1,44686.73,21.79,0.94,113.68
IPI00453603.1;IPI00556724.3;IPI00648229.1;IPI00225077.3,10039.92,11.43,1.07,40.68
IPI00222937.1;IPI00607013.2,15837.84,9.63,0.91,105.36
IPI00119302.1;IPI00858259.1;IPI00856558.1;IPI00399720.1,15644.28,,,
IPI00229287.3;IPI00798571.1,30859.1,9.49,1.19,116.02
IPI00117780.1;IPI00890880.1;IPI00230620.2;IPI00652263.1;IPI00875366.1,30026.43,20.16,3.88,92.17
IPI00308717.3;IPI00881187.1;IPI00880919.1;IPI00881034.1,13462.44,9.43,0.89,57.97
IPI00480537.2;IPI00312414.4;IPI00874435.1;IPI00474874.1,27897.37,17.99,1.68,68.49
IPI00128671.1;IPI00880802.1;IPI00928164.1,21380.96,52.75,5.37,73.75
IPI00136572.4;IPI00163030.1;IPI00474813.2;IPI00473152.1,27804.16,19.07,1.93,97.35
IPI00756198.2,5722.14,7.13,0.56,28.7
IPI00314510.1,33206.96,4.69,0.31,195.31
IPI00454066.1;IPI00153784.1;IPI00308380.2,11872.35,2.73,0.65,234.14
IPI00221793.2;IPI00918234.1;IPI00943370.1;IPI00226795.1,21627.01,10.55,1.31,
IPI00111145.7,13579.91,5.83,1.16,108.74
IPI00757373.3;IPI00356904.7;IPI00853863.3,20717.98,,,
IPI00227516.4,12776.24,18.37,3.3,34.29
IPI00461575.2;IPI00848532.1;IPI00761985.1,36815.81,21.36,2.36,183.98
IPI00459787.2,7263.24,8.46,0.95,34.92
IPI00112007.1,19816.67,13.78,0.99,43.16
IPI00275577.3;IPI00650046.1;IPI00606481.1,26074.46,32.43,3.09,34.9
IPI00121084.4;IPI00930872.1;IPI00919261.1;IPI00828578.1;IPI00133596.1;IPI00677566.2;IPI00648131.2,21176.77,14.73,1.43,59.61
IPI00323748.2;IPI00404017.1;IPI00473940.1,29004.43,8.68,0.6,149.5
IPI00318505.3;IPI00119169.1;IPI00650043.1;IPI00648486.1,16330.35,15.93,1.59,41.31
IPI00121270.5;IPI00223126.4,5090.43,,,
IPI00223046.6,19969.42,11.58,1.28,65.28
IPI00118718.1,25695.28,36.32,3.39,52.39
IPI00851027.1;IPI00118923.2;IPI00850595.1;IPI00850789.1,12775.09,25.99,1.53,23.78
IPI00123474.2,11494.89,53.49,3.99,60.28
IPI00221621.2,23644.82,29.97,2.86,32.31
IPI00132083.2;IPI00652003.1;IPI00121355.1,21266.64,17.2,1.19,102
IPI00928374.1,35434.05,20.95,1.49,75.04
IPI00121198.2,23616.38,2.48,0.39,363.97
